BASIN,LOCATION,RIVMILE,SITE_ID,LATITUDE,LONGITUDE,NAME,DESCRIPT,WQ_STANDARD,PWL_ID,NED10_Elevation
13,POST,0.8,13-POST-0.8,42.71972,-73.68333,Poesten Kill,150 m above Spring Ave. bridge,C(T),1301-0068,8.746821404
13,POST,18.4,13-POST-18.4,42.68806,-73.48917,Poesten Kill,at CR 41 bridge 1.5 mi. east of Fifty-six Rd.,C(TS),1301-0255,339.2843018
6,PRCK,0.3,06-PRCK-0.3,42.09369586,-75.82377048,Park Creek,entire stream and tribs,C,0601-0031,
6,PRCK,3.2,06-PRCK-3.2,42.09975958,-75.77734061,Park Creek,entire stream and tribs,C,0601-0031,
6,PROP,0.1,06-PROP-0.1,42.2625,-76.37611,Prospect Valley Creek,10m below Rte 96B bridge,C,0603-0032,282.8578796
8,PSAN,0.1,08-PSAN-0.1,43.938251,-75.70102,Unnamed Tributary to Lake Pleasant,at Humphrey Rd,A,0801-0261,325.3130188
10,PUTM,4.5,10-PUTM-4.5,43.9411441,-73.47099809,Putnam Creek,stream and tribs from mouth to Ironville/Penfield Pond,C(T),1005-0011,
10,PUTM,13.2,10-PUTM-13.2,43.87472,-73.54056,Putnam Creek,"Bear Pond Rd, off CR 96",C(T),1005-0015,290.2427979
13,QKER,0.9,13-QKER-0.9,41.32722,-74.41639,Quaker Creek,30 m below Rt. 6 bridge,C,1306-0025,118.7566833
13,QUAK,0.2,13-QUAK-0.2,41.49944,-73.53361,Quaker Brook,150 m above Rte 68 bridge,C(TS),1302-0057,154.5541992
13,QUAS,0.3,13-QUAS-0.3,41.48806,-74.01305,Quassaic Creek,200 m above River Rd. bridge,C,1301-0079,5.513079643
15,RAMA,1.1,15-RAMA-1.1,41.12516,-74.164555,Ramapo River,50 m above 4th St. bridge,A,1501-0012,82.95847321
15,RAMA,4.8,15-RAMA-4.8,41.1621,-74.1887,Ramapo River,"stream and select tribs, from state line to Tuxedo Park",A(T),1501-0012,
15,RAMA,11.8,15-RAMA-11.8,41.250157,-74.168322,Ramapo River,"stream and tribs, from Tuxedo Park to Newburg Jct",A(T),1501-0036,
15,RAMA,13.3,15-RAMA-13.3,41.27361,-74.15334,Ramapo River,0.2 mi south of Arden bridge; end of Water St.,A(T),1501-0036,157.2926178
15,RAMA,15,15-RAMA-15,41.295406,-74.138624,Ramapo River,"stream and tribs, above Newburg Jct",C,1501-0037,
15,RAMA,16.1,15-RAMA-16.1,41.30722,-74.13695,Ramapo River,at Nepera plant bridge,C,1501-0037,158.5602264
15,RAMA,16.5,15-RAMA-16.5,41.31,-74.14278,Ramapo River,50 m downstream of Route 17 bridge,C,1501-0037,159.0495453
15,RAMA,16.7,15-RAMA-16.7,41.31028,-74.14361,Ramapo River,5 m below Monroe Park pond,B,1501-0037,158.6549072
15,RAMA,16.8,15-RAMA-16.8,41.31222,-74.14889,Ramapo River,20 m below River Rd. bridge,B,1501-0037,163.0219879
15,RAMA,18.6,15-RAMA-18.6,41.32377,-74.1723,Ramapo River,"stream and tribs, above Newburg Jct",B,1501-0037,
15,RAMA_T25_3,0.2,15-RAMA_T25_3-0.2,41.33503,-74.16146,Trib to Ramapo River,"stream and tribs, above Newburg Jct",C,1501-0037,
15,RAMA_T25_3,0.3,15-RAMA_T25_3-0.3,41.33482257,-74.16073786,Trib to Ramapo River,"stream and tribs, above Newburg Jct",C,1501-0037,
15,RAMA_T25_3,0.6,15-RAMA_T25_3-0.6,41.33243,-74.15426,Trib to Ramapo River,"stream and tribs, above Newburg Jct",C,1501-0037,
15,RAMA_T25_3_STRMWTR,0.3,15-RAMA_T25_3_STRMWTR-0.3,41.33518387,-74.1613608,Trib to Ramapo River,"stream and tribs, above Newburg Jct",C,1501-0037,
17,RARI_T50,0.2,17-RARI_T50-0.2,40.526756,-74.169723,"Staten Island Tribs, South",total length of selected (freshwater) tribs,B,1701-0188,
17,RATT,0.1,17-RATT-0.1,40.74722,-73.14584,Rattlesnake Creek,between Rt. 27A and L.I. RR tracks,B(TS),1701-0095,0
7,REED,0.1,07-REED-0.1,42.7862,-76.927,Reeder Creek,300' west of intersection with 125,C(T),0705-0074,136.2133484
7,REED,2.3,07-REED-2.3,42.7881889,-76.8869591,Reeder Creek,At crossing of Army Depot Access Road,C,0705-0074,182.3667755
9,REGI,2.3,09-REGI-2.3,44.974659,-74.65951,St. Regis River,"Downstream of Hogansburg dam, downstream of tail race at Red Oak eddy",C,0902-0093,45.69199753
9,REGI,2.3,09-REGI-2.3,44.974659,-74.65951,St. Regis River,"Downstream of Hogansburg dam, downstream of tail race at Red Oak eddy",C,0902-0093,45.69199753
9,REGI,2.7,09-REGI-2.7,44.9736,-74.6648,St. Regis River,off Mill Street,C,0902-0093,48.59199905
9,REGI,2.7,09-REGI-2.7,44.9736,-74.6648,St. Regis River,off Mill Street,C,0902-0093,48.59199905
9,REGI,2.8,09-REGI-2.8,44.973359,-74.665303,St. Regis River,"Upstream of Hogansburg dam, directly behind dam in impoundment",C,0902-0093,48.59199905
9,REGI,2.8,09-REGI-2.8,44.973359,-74.665303,St. Regis River,"Upstream of Hogansburg dam, directly behind dam in impoundment",C,0902-0093,48.59199905
9,REGI,3.1,09-REGI-3.1,44.970293,-74.669004,St. Regis River,"Upstream of Hogansburg dam, at river bend upstream of Church St. boat launch",C,0902-0093,48.59199905
9,REGI,3.1,09-REGI-3.1,44.970293,-74.669004,St. Regis River,"Upstream of Hogansburg dam, at river bend upstream of Church St. boat launch",C,0902-0093,48.59199905
9,REGI,3.3,09-REGI-3.3,44.966484,-74.667082,St. Regis River,"Upstream of Hogansburg dam, at upstream boundary of impoundment/dam influence",C,0902-0093,48.59199905
9,REGI,3.3,09-REGI-3.3,44.966484,-74.667082,St. Regis River,"Upstream of Hogansburg dam, at upstream boundary of impoundment/dam influence",C,0902-0093,48.59199905
9,REGI,4,09-REGI-4,44.960252,-74.672748,St. Regis River,selected to be another control out of influence of dam removal,C,0902-0093,48.59199905
9,REGI,4,09-REGI-4,44.960252,-74.672748,St. Regis River,selected to be another control out of influence of dam removal,C,0902-0093,48.59199905
9,REGI,7.8,09-REGI-7.8,44.92444,-74.72222,St. Regis River,Rte 37C bridge,B,0902-0094,51.69199753
9,REGI,7.8,09-REGI-7.8,44.92444,-74.72222,St. Regis River,Rte 37C bridge,B,0902-0094,51.69199753
13,RHIN,4.3,13-RHIN-4.3,41.9575,-73.89584,Rhinebeck Kill,10 m below Rt. 9G bridge,C,1301-0210,46.44818115
10,RICH_T1,0.5,10-RICH_T1-0.5,45.00266029,-73.36798324,Minor Tribs to Lake Champlain,"total length of selected tribs, Main Lake North",D,1002-0023,
13,RIOG,0.7,13-RIOG-0.7,41.40115,-74.359233,Rio Grande,"at 6 1/2 Station Road overpass, downstream of Village of Goshen",C,1306-0061,115.3704453
8,ROAR,2.2,08-ROAR-2.2,43.74124,-75.42462,Roaring Brook,40 m above Rt. 12D bridge,C,0801-0222,232.0427246
10,ROCY,0.1,10-ROCY-0.1,44.371,-73.71639,Rocky Branch Brook,30m above Hazen Rd,C(T),1004-0073,189.6767426
13,ROLF,2.4,13-ROLF-2.4,42.15306,-73.84472,Roeliff Jansen Kill,30 m above Dales Bridge Rd. bridge,C,1308-0010,15.64965916
13,ROND,9.9,13-ROND-9.9,41.84278,-74.08583,Rondout Creek,40 m above Rt. 213 bridge,B,1306-0088,13.18449974
13,ROND,32.2,13-ROND-32.2,41.75083,-74.35056,Rondout Creek,10m below Port Ben Rd,C(T),1306-0089,81.0482254
13,ROND_T6,1.9,13-ROND_T6-1.9,41.87236,-74.01783,Unnamed Tributary to Rondout Creek-Sugarbush Creek,200 m off Union Center Rd,C,1306-0032,64.43286133
10,ROUT,1.3,10-ROUT-1.3,43.34988,-73.69271,Rush Pond Outlet,SR 9,AA,1005-0045,124.1769333
13,RUTG,1.5,13-RUTG-1.5,41.335792,-74.487986,Rutgers Creek,20 meters downstream of County Rte 12,C,1306-0006,117.2632523
10,SABL,2.2,10-SABL-2.2,44.55889,-73.44917,Ausable River,100 m above Rt. 9 bridge,C(T),1004-0015,30.28980637
10,SABL,7.6,10-SABL-7.6,44.504102,-73.481615,Ausable River,"stream and selected tribs, abv Ausable Chasm to E/W Br",C,1004-0020,
10,SABL_E,1.9,10-SABL_E-1.9,44.41817,-73.67925,East Branch ausable River,off rt 9,C(T),1004-0014,174.7627411
10,SABL_E,5.8,10-SABL_E-5.8,44.37723394,-73.71493845,East Branch Ausable River,stream and selected tribs from mouth to Upper Jay,C(T),1004-0014,
10,SABL_E,7.6,10-SABL_E-7.6,44.36606415,-73.73314426,East Branch Ausable River,stream and selected tribs from mouth to Upper Jay,C(T),1004-0014,
10,SABL_E,13.5,10-SABL_E-13.5,44.2986243,-73.7945355,East Branch Ausable River,stream and selected tribs fr Upper Jay to Keene Valley,C(T),1004-0071,
10,SABL_E,17.2,10-SABL_E-17.2,44.25583,-73.79512,East Branch Ausable River,150 m above Rt. 73 bridge,AA,1004-0071,250.5937805
10,SABL_E,22.9,10-SABL_E-22.9,44.18855129,-73.78397937,East Branch Ausable River,stream and tribs above Keene Valley,AA,1004-0072,
10,SABL_E_T18,0.1,10-SABL_E_T18-0.1,44.3208549,-73.77846248,"East Br Ausable, Middle, and tribs",stream and selected tribs fr Upper Jay to Keene Valley,C(T),1004-0071,
10,SABL_W,25.6,10-SABL_W-25.6,44.25722,-73.9625,West Branch Ausable River,50 m below Rte. 73 bridge at Olympic ski jump,C(T),1004-0056,513.9901733
10,SAMN,4.2,10-SAMN-4.2,44.64056,-73.495,Salmon River,50 m above Salmon River Rd. bridge,C(T),1004-0010,69.77045441
5,SAMO,1.2,05-SAMO-1.2,42.40842,-77.4125,Salmon Creek,@Grant St bridge,C,0502-0036,362.7142029
17,SAMP,0.4,17-SAMP-0.4,40.7042,-73.3136,Sampawams Creek,100 m above Union Blvd. bridge; below LI RR tracks,C(T),1701-0090,3.055365562
17,SANT,1.7,17-SANT-1.7,40.69162,-73.3552,Santapogue Creek,stream and tribs above Montauk Highway (freshwater),C(T),1701-0016,
10,SARA,0.9,10-SARA-0.9,44.69194,-73.45333,Saranac River,Saranac St. bridge,C(T),1003-0049,34.49729919
10,SARA,8.5,10-SARA-8.5,44.69667,-73.55278,Saranac River,"off Banker Rd., near apartment complex",C,1003-0049,101.8412094
13,SAW,1.4,13-SAW-1.4,40.93694,-73.88639,Saw Mill River,Center St.; 1 block north of USGS gaging station,C,1301-0007,30.81925964
5,SEEL,4,05-SEEL-4,42.05278,-76.82195,Seeley Creek,100 m below Rt 14 bridge,C,0501-0013,267.7746887
5,SEEL,7.6,05-SEEL-7.6,42.0334,-76.8772,Seeley Creek,10 m below Pennsylvania Ave. bridge,CT,0501-0013,296.9121704
13,SHAB,0.3,13-SHAB-0.3,41.79131,-73.66424,Shaw Brook,Below Route 44,A(T),1305-0023,198.6934967
10,SHDD,0.2,10-SHDD-0.2,44.94784928,-73.55541167,"Minor Tribs to Great Chazy River, Lower","total length of selected tribs, fr mouth to North Br",D,1002-0011,
17,SISO_T2,0.2,17-SISO_T2-0.2,41.20115946,-73.52920848,Minor Tribs to Connecticut,total length of selected tribs entering CT,AA-S,1702-0135,
7,SKAT_T2,0.1,07-SKAT_T2-0.1,42.92439,-76.40494,Minor Tribs to Skaneateles Lake,total length of selected tribs to Skaneateles L,AA,0707-0005,
7,SKAT_T89,0.2,07-SKAT_T89-0.2,42.89772,-76.41917,Minor Tribs to Skaneateles Lake,total length of selected tribs to Skaneateles L,AA,0707-0005,
13,SKIL,6.3,13-SKIL-6.3,42.0246,-74.08024,Saw Kill,off Zena Rd at site coords,NA,1307-0018,115.0272903
13,SKIL,13.9,13-SKIL-13.9,42.06725,-74.16046,Saw Kill,at McDaniels Rd,C(TS),1307-0019,289.2865601
6,SLEB,6.3,06-SLEB-6.3,42.768119,-75.69213697,South Lebanon Brook,entire stream and tribs,C,0602-0156,
8,SLVR,0.3,08-SLVR-0.3,43.69389,-74.60306,Silver Run,entrance to Moose R. rec.area;opposite wetland,CT,0801-0346,618.7594604
10,SMIB,0.5,10-SMIB-0.5,43.482507,-73.694585,Smith Brook,"10m above Rt 9, south of Diamond Pt Rd",AA-S,1006-0004,155.6938019
8,SNDC,1.1,08-SNDC-1.1,43.89773,-75.33376,Sandy Creek,"at Erie Canal Rd., 5 m downstream",C(T),0801-0213,275.4940491
10,SOUL,1,10-SOUL-1,44.70554638,-73.81930072,South Inlet,total length of selected tribs,AA(T),1002-0021,
13,SPAR,7.1,13-SPAR-7.1,41.06222,-73.94583,Spar Kill,15 m above Greenbush Rd,C(T),1301-0106,36.74085999
17,SPIN,0.1,17-SPIN-0.1,40.938989,-73.839151,Grassy Sprain Brook,stream and tribs above Bronx-Westchester Co. line,C,1702-0107,
5,STEO,9.7,05-STEO-9.7,42.11616,-77.29913,Canisteo River,40 m below Newcomb Rd. bridge,C,0503-0006,301.5982056
5,STEO,28.7,05-STEO-28.7,42.25261,-77.51772,Canisteo River,above Catatunk Rd. bridge,C,0503-0012,325.1009216
5,STEO,35.7,05-STEO-35.7,42.28617,-77.6244,Canisteo River,5 m below Magee Rd. bridge,C,0503-0001,338.8872986
5,STEO,55.4,05-STEO-55.4,42.36968,-77.854257,Canisteo River,At Lunn Road Bridge,C,0503-0013,520.5516357
5,STEO_T22,0.2,05-STEO_T22-0.2,42.199,-77.407,Unnamed Tributary to Canisteo River,At Canisteo River Road / County Rte 119 Bridge,CT,0503-0006,323.5716248
3,STNE,3.8,03-STNE-3.8,43.84555,-76.18139,Stony Creek,"Along SR 178, behind firehouse",CT,0303-0009,95.26605988
8,STNK,1.9,08-STNK-1.9,43.91014,-75.58486,Stony Creek,100 m upstream of SR 26,C,0801-0270,242.0931702
13,STNY,0.8,13-STNY-0.8,42.04925,-73.91007,Stony Creek,200 m below Kidd Lane bridge,A(T),1301-0219,22.89700699
13,STNY,1.7,13-STNY-1.7,42.05913,-73.90649,Stony Creek,300 m upstream of Broadway,A(T),1301-0219,29.57915306
9,STRB,0.2,09-STRB-0.2,44.4255,-74.3442,St. Regis Brook,800m south of Keeses Mill rd Access trail is obvious from road. Park on side of road,D,0902-0096,496.8443909
8,SUND,0.2,08-SUND-0.2,43.87022,-75.13825,Sunday Creek,Moshier Falls Rd,CT,0801-0210,443.4058533
6,SUSQ,6.9,06-SUSQ-6.9,42.02917,-76.40056,Lower Susquehanna River,"300 m below Rt. 282 bridge
Access across river at Bridge St",B,0603-0016,233.022995
6,SUSQ,31.1,06-SUSQ-31.1,42.09275113,-76.05628992,Susquehanna River,from Ross Corners to Binghamton,A,0603-0002,
13,SWAK,1.7,13-SWAK-1.7,41.84395784,-74.03726589,Swarte Kill,entire stream and tribs,B,1306-0039,
16,SWEL,0.1,16-SWEL-0.1,41.73461,-73.58067,Seven Wells Brook,5 m below Rte 22 bridge,A,1601-0023,117.1291885
17,SWML,1.4,17-SWML-1.4,40.92528,-72.64972,Sawmill Creek,East Main St. culvert,C,1701-0257,4.623552322
16,SWMP,6.8,16-SWMP-6.8,41.64683,-73.56862,Swamp River,Pleasant Ridge Rd,C(T),1601-0015,126.6063766
6,TALE,0.6,06-TALE-0.6,42.715074,-75.312334,Tallette Creek,entire stream and tribs,C(T),0601-0150,
5,TANC,1.2,05-TANC-1.2,42.04317,-77.11189,Tannery Creek,Tannery Creek Rd; opp. Davis Rd,C,0503-0010,340.8242493
8,TANE,0.7,08-TANE-0.7,43.67705,-75.34291,Tannery Creek,"at Middle Rd, 5 m upstream of culvert",C(T),0801-0338,254.2905731
13,TINW,0.5,13-TINW-0.5,41.573251,-74.18353,Tin Brook,"stream and tribs, from mouth to Walden",A,1306-0068,
5,TMLV,0.7,05-TMLV-0.7,42.44781,-77.46022,Twelvemile Creek,30m above Rt 415 bridge,CTS,0502-0040,377.7661438
5,TMLV,7.8,05-TMLV-7.8,42.514739,-77.390314,Twelvemile Creek,10m above CR 9 bridge,C(T),0502-0040,433.1921997
5,TOGA,1.3,05-TOGA-1.3,42.14205,-77.10939,Tioga River,100 m below RR bridge at Lumber St.,C,0503-0004,284.7559814
5,TOGA,6.3,05-TOGA-6.3,42.08313,-77.14874,Tioga River,200m below Presho-Lindley Rd bridge,C,0503-0004,290.9530029
6,TOGH,29.8,06-TOGH-29.8,42.56805,-76.12167,Tioughnioga River,50 m above Blodgett Mills bridge,B,0602-0002,328.3383484
6,TOGH_E,0.1,06-TOGH_E-0.1,42.60639,-76.15833,East Branch Tioughnioga River,at Rt. 12 and Rt. 81 overpasses; thru Yaman Park,CT,0602-0020,329.072998
10,TRAE,4.5,10-TRAE-4.5,44.855734,-73.489449,Tracy Brook,stream and tribs from mouth to West Chazy,D,1002-0003,
13,TRAV,2.7,13-TRAV-2.7,42.011792,-74.303649,Traver Hollow Brook,200m upstream of Bradkin Rd,B(TS),1307-0007,332.8947144
5,TRPS,9.5,05-TRPS-9.5,42.04261,-77.54943,Troups Creek,10m above Hopper Hill Rd bridge (one-lane),C,0503-0038,480.4241028
5,TUSC,0.5,05-TUSC-0.5,42.10327,-77.23372,Tuscarora Creek,@South St bridge,C,0503-0016,297.045929
5,TUSC,12.8,05-TUSC-12.8,42.07932,-77.40748,Tuscarora Creek,at bend in road on Washington St-150m bel Main St,C,0503-0018,399.4870911
17,TUTL,2.1,17-TUTL-2.1,40.775,-73.03361,Tuthills Creek,off Mowbray,C(TS),1701-0098,7.236525059
8,TWIT,0.9,08-TWIT-0.9,43.85081,-74.9978,Twitchell Creek,"Dirt road off of Big Moose Rd (43 51 03.6,      74 59 53.6)",CT,0801-0211,525.9350586
10,TWOB,1.3,10-TWOB-1.3,44.40855,-74.08427,Twobridge Creek,40m above Rte 3,C(T),1003-0070,467.3226013
10,TWOB,3.6,10-TWOB-3.6,44.4123,-74.1113,Twobridge Brook,20m above CR 55,C(T),1003-0070,470.4863281
14,UNVR,51,14-UNVR-51,41.89305,-74.58667,Upper Neversink River,at Hunter Rd. bridge,B(T),1402-0022,469.4095764
6,USSQ,154.7,06-USSQ-154.7,42.66689,-74.94513,Upper Susquehanna River,50 m above bridge; 10 m above Oak Cr. confluence,B,0601-0041,360.4901123
17,VALL,2.2,17-VALL-2.2,40.6731,-73.6976,Valley Stream,End of West Fenimore St. (in park),C,1701-0225,3.600709677
13,VERK,2.9,13-VERK-2.9,41.628,-74.331,Verkeerder Kill,Sinsabaugh Rd,A(T),1306-0054,131.3335266
6,WACT_E,4.3,06-WACT_E-4.3,42.631174,-75.61955,East  Branch Canasawacta Creek,50 m West off County Road 16,NA,0602-0150,394.1947937
13,WALK,0.7,13-WALK-0.7,41.84705,-74.04382,Wallkill River,entire lake,B,1306-0037,
13,WALK,0.8,13-WALK-0.8,41.84881,-74.04101,Wallkill River,entire lake,B,1306-0037,
13,WALK,2.1,13-WALK-2.1,41.825296,-74.047202,Wallkill River,"Off SR 213, near Dashville",B,1306-0027,39.62513351
13,WALK,9.8,13-WALK-9.8,41.765737,-74.092973,Wallkill River,from Sturgeon Pond to Tuthill,B,1306-0027,
13,WALK,13.3,13-WALK-13.3,41.73004,-74.109888,Wallkill River,"Libertyville Rd.(CR 7), 2 mi. above Rt. 299 bridge",B,1306-0027,56.91059875
13,WALK,15,13-WALK-15,41.72124,-74.132787,Wallkill River,200 meters east off Albany Post Road/County Rte 7 at coordinates 41.718401/-74.151538,B,1306-0040,53.37998962
13,WALK,19,13-WALK-19,41.68306,-74.16444,Wallkill River,Lazy River campground-20 m above Shawangunk confl.,B,1306-0045,59.5894165
13,WALK,22.8,13-WALK-22.8,41.635,-74.18889,Wallkill River,10 m above bridge,B,1306-0038,66.87203217
13,WALK,26.9,13-WALK-26.9,41.5763,-74.1907167,Wallkill River,"Downstream of Tin Brook, SR 208",B,1306-0038,77.42019653
13,WALK,29.9,13-WALK-29.9,41.54217,-74.20946,Wallkill River,Access via Park on Farm Meadow Lane,B,1306-0038,98.4447403
13,WALK,35.6,13-WALK-35.6,41.5025,-74.26334,Wallkill River,20 m below Rt. 211 bridge,B,1306-0038,103.8732834
13,WALK,44.4,13-WALK-44.4,41.438788,-74.365652,Wallkill River,from Tuthill to Middletown,B,1306-0038,
13,WALK,46.6,13-WALK-46.6,41.41222,-74.37806,Wallkill River,at Echo Lake Rd. bridge,C,1306-0017,115.5734634
13,WALK,60.1,13-WALK-60.1,41.29083,-74.53056,Wallkill River,"Oil City Rd at USFWS Wildlife Refuge (before 2017, samples were taken 0.4 miles off State Line Rd. on farm road)",C,1306-0017,116.2331848
13,WALK_T13,1.3,13-WALK_T13-1.3,41.75489,-74.08368,Unnamed Tributary to Wallkill River,at North Chestnut St.,C,1306-0040,60.03420258
13,WALK_T44,3,13-WALK_T44-3,41.42274,-74.32401,Unnamed Tributary to Wallkill River,"Just off Scotchtown Rd, past Julie Lynn Dr",NA,1306-0061,122.1922989
5,WANE,0.5,05-WANE-0.5,42.471559,-77.098189,Tribs to Waneta Lake,total length of all tribs to Waneta Lake,C,0502-0029,
13,WAPP,5,13-WAPP-5,41.62556,-73.8925,Wappinger Creek,100 m above Jackson Rd. bridge,NA,1306-0061,31.54288483
13,WAPP,10.7,13-WAPP-10.7,41.68361,-73.86667,Wappinger Creek,100 m below Rte. 55 bridge,B(T),1305-0013,47.93238449
13,WAPP,15.9,13-WAPP-15.9,41.74194,-73.82861,Wappinger Creek,behind Town Hall,B(T),1305-0013,57.86673355
13,WAPP,21.8,13-WAPP-21.8,41.80389,-73.7825,Wappinger Creek,Hibernia Rd.,B(TS),1305-0014,70.9990387
13,WAPP,29.2,13-WAPP-29.2,41.86917,-73.71416,Wappinger Creek,"stream and select tribs, fr Pleasnt Val to Stanfrdville",B(TS),1305-0014,
13,WAPP_E,0.1,13-WAPP_E-0.1,41.81357,-73.759,East Branch Wappinger Creek,10 m below Hibernia Rd bridge,B,1305-0022,76.21772766
16,WASS,1.2,16-WASS-1.2,41.795,-73.5525,Wassaic Creek,100m above Co.Rte 81,C(T),1601-0024,129.0118713
13,WASS,1.2,13-WASS-1.2,41.795,-73.5525,Wassaic Creek,entire stream and tribs,C(T),1601-0024,
13,WAWA,4.5,13-WAWA-4.5,41.23833,-74.41805,Wawayanda Creek,15 m below Ryerson Rd. bridge,C(T),1306-0079,129.9914398
13,WBCR,0.5,13-WBCR-0.5,41.35221,-73.67067,West Branch Croton,at Butlerville Rd,A(TS),1302-0092,62.16316605
13,WCHEE,0.6,13-WCHEE-0.6,41.4086,-74.373,Cheechunk Creek,Hartley Rd,C,1306-0061,113.0611496
4,WCOTN,0.2,04-WCOTN-0.2,42.68,-78.117,Cotton Creek,Off SR 19,NA,NA,404.3721313
4,WCOTN,0.2,04-WCOTN-0.2,42.68,-78.117,Cotton Creek,Off SR 19,NA,NA,404.3721313
4,WCOTN,0.5,04-WCOTN-0.5,42.677,-78.119,Cotton Creek,Off SR 19,NA,NA,405.62854
4,WCOTN,0.5,04-WCOTN-0.5,42.677,-78.119,Cotton Creek,Off SR 19,NA,NA,405.62854
8,WDER,2.2,08-WDER-2.2,43.7508,-75.7555,West Branch Deer River,entire stream and tribs,C(T),0801-0267,
10,WESB,1.4,10-WESB-1.4,44.59305,-73.9868,West Brook,Hike in on logging Rd,C(T),1003-0038,464.7526245
6,WHAR,13.9,06-WHAR-13.9,42.71042,-75.19549,Wharton Creek,Mill Road North,CT,0601-0145,370.7938538
13,WKLEI,0.6,13-WKLEI-0.6,41.7749,-74.0975,Kleine Kill,Dug Rd,C,1306-0042,54.02000046
13,WNORM_T13,1.9,13-WNORM_T13-1.9,42.78429,-74.01434,Unnamed Tributary to Normans Kill,"just below Rte 7, might sample from Schalmont highschool near tennis courts",C(T),1311-0018,103.368187
13,WOOD,0.8,13-WOOD-0.8,41.4,-74.08222,Woodbury Creek,50 m below Industry Drive bridge,C(TS),1303-0014,78.94475555
13,WOOD,2,13-WOOD-2,41.38593,-74.09782,Woodbury Creek,sample from  orange tree nursery Owner took us to hole in deer fence where he said we can sample,C(TS),1303-0014,89.83891296
13,WPALG,3.4,13-WPALG-3.4,41.676,-74.2626,Palmaghatt Kill,Aumick Rd,A(T),1306-0050,156.8100891
13,WPLCK,9.8,13-WPLCK-9.8,42.123,-74.0211,Plattekill Creek,"CR 35, Blue Mountain Rd",A(TS),1307-0014,105.8673172
13,WQUAS,9.8,13-WQUAS-9.8,41.5846,-74.0786,Quassaick Creek,Mill St,A,1301-0184,158.5556793
13,WQUAS,9.8,13-WQUAS-,41.5845276,-74.07817452,Quassaic Creek,"stream and tribs, from Chadwick Lake to Rossville",A,1301-0184,
13,WSART,0.5,13-WSART-0.5,41.145585,-73.860611,Sparta Brook,Just on upstream side of SR 9 culvert,SC / C,1301-0117,19.00799751
10,WSBR,0.2,10-WSBR-0.2,43.41833,-73.71083,West Brook,30 m below foot bridge; opposite Action Park,AA-S,1006-0008,100.9450302
9,WSCK,6.3,09-WSCK-6.3,44.02867,-75.83029,West Creek,20 m upstream of Rte 342 overpass/culvert,A(T),0906-0043,146.5331421
13,WYNT,0.7,13-WYNT-0.7,42.70361,-73.68972,Wynants Kill,50 m below Rt.4 bridge,C,1301-0066,41.90358734
13,XFBK,0.1,13-XFBK-0.1,41.71691,-74.28063,Fly Brook,"In Minnewaska State Park, 30m below culvert on Lower Awosting carriageway",C(T),1306-0100,515.0598755
13,XFBK,1.2,13-XFBK-1.2,41.7121,-74.2987,Fly Brook,"In Minnewaska State Park, upstream of firebreak road, near bedrock clearing",C(T),1306-0100,526.4638062
13,XSDK,4.2,13-XSDK-4.2,41.73957,-74.25497,Sanders Kill,"Between park entrance Kerhonkson, off Rtes 44/55",AA(T),1306-0106,355.1388855
13,XSTK,0.9,13-XSTK-0.9,41.77688,-74.22823,Stony Kill,at Stony Kill Rd,AA(T),1306-0106,77.12727356
13,XSTK,4.8,13-XSTK-4.8,41.74585,-74.28118,Stony Kill,"East of Kerhonkson, off Rtes 44/55",AA(T),1306-0106,239.7088013
6,YALE,3.4,06-YALE-3.4,42.33821207,-75.48117285,Yaleville Brook,total length of select tribs from Nineveh to Sidney,C(T),0601-0186,
6,YALE,5.4,06-YALE-5.4,42.35760331,-75.49606556,Yaleville Brook,stream and tribs above Cooper Corners,A(T),0601-0187,
